水分補給・栄養補給をしたい方-味の素KK　栄養ケア食品,ajinomotoKK,'',1,'',37
ウェルネスクラブ,WC,'',1,'',38
ウェルネスクラブ商品・サービス,productWC,'',1,'',39
ウェルネスクラブ商品・サービス　脳かがやきコース,productWCHQL,'',1,'',40
ウェルネスクラブ商品・サービス　賢く食事コース,productWCFR,'',1,'',41
ウェルネスクラブ商品・サービス　脳かがやき プレミアム,productWCHQR,'',1,'',42
ウェルネスクラブ商品・サービス　賢く食事 プレミアム,productWCFRP,'',1,'',43
ウェルネスクラブ商品・サービス　賢く食事 パーソナルカプセルコース,productWCCapsule,'',1,'',44
ペットアシスト,Pet Assist,'',1,'',45
【必ずご購入いただく商品】以下の商品は、必ず2つご購入いただく商品です。,paMustbuyS,'',1,'',46
「食事管理と尿路ケア」セット　商品選択用,petassistEachTS,'',1,'',47
エコ＆システムパック（コーヒーカートリッジ)_アンバサダー,Eco & System Pack(Cartridge)_Ambassador,'',1,'',48
ドルチェ グスト 専用カプセル_アンバサダー,Nescafe Dolce Gusto Capsule_Ambassador,'',1,'',49
スペシャル.T 専用カプセル 【日本茶】_アンバサダー,Special.T Capsule(Japanese Tea)_Ambassador,'',1,'',50
スペシャル.T 専用カプセル 【中国茶】_アンバサダー,Special.T Capsule(Chinese Tea)_Ambassador,'',1,'',51
スペシャル.T 専用カプセル 【紅茶】_アンバサダー,Special.T Capsule(Black Tea)_Ambassador,'',1,'',52
スペシャル.T 専用カプセル 【フレーバーティー】_アンバサダー,Special.T Capsule(Flavor Tea)_Ambassador,'',1,'',53
スペシャル.T 専用カプセル 【ハーブ＆ルイボスティー】_アンバサダー,Special.T Capsule(Herb & Rooibos)_Ambassador,'',1,'',54
プロプラン　ドッグフード(2.5kg),Pro Plan Dog Food (2.5kg),'',1,'',55
チョコレート(キットカット/クランチ/エアロ)_アンバサダー,Chocolate(KitKat/Crunch/Aero) Ambassador,'',1,'',56
ウェルネス抹茶,Wellness Matcha,'',1,'',57
一括購入用カテゴリ1,'Bulk purchase 1','',1,'',58
一括購入用カテゴリ2,'Bulk purchase 2','',1,'',59
一括購入用カテゴリ3,'Bulk purchase 3','',1,'',60
一括購入用カテゴリ4,'Bulk purchase 4','',1,'',61
一括購入用カテゴリ5,'Bulk purchase 5','',1,'',62
一括購入用カテゴリ6,'Bulk purchase 6','',1,'',63
一括購入用カテゴリ7,'Bulk purchase 7','',1,'',64
一括購入用カテゴリ8,'Bulk purchase 8','',1,'',65
一括購入用カテゴリ9,'Bulk purchase 9','',1,'',66
一括購入用カテゴリ10,'Bulk purchase 10','',1,'',67
一括購入用カテゴリ11,'Bulk purchase 11','',1,'',68
一括購入用カテゴリ12,'Bulk purchase 12','',1,'',69
一括購入用カテゴリ13,'Bulk purchase 13','',1,'',70
一括購入用カテゴリ14,'Bulk purchase 14','',1,'',71
一括購入用カテゴリ15,'Bulk purchase 15','',1,'',72
一括購入用カテゴリ16,'Bulk purchase 16','',1,'',73
一括購入用カテゴリ17,'Bulk purchase 17','',1,'',74
一括購入用カテゴリ18,'Bulk purchase 18','',1,'',75
一括購入用カテゴリ19,'Bulk purchase 19','',1,'',76
一括購入用カテゴリ20,'Bulk purchase 20','',1,'',77
一括購入用カテゴリ21,'Bulk purchase 21','',1,'',78
一括購入用カテゴリ22,'Bulk purchase 22','',1,'',79
一括購入用カテゴリ23,'Bulk purchase 23','',1,'',80
一括購入用カテゴリ24,'Bulk purchase 24','',1,'',81
一括購入用カテゴリ25,'Bulk purchase 25','',1,'',82
エコ＆システムパック（コーヒーカートリッジ)_アンバサダー1,petassistEachTSEco & System Pack(Cartridge)_Ambassador1,'',2,一括購入用カテゴリ1,81
コーヒーグッズ1,Condiment1,'',2,一括購入用カテゴリ1,82
コーヒークリーマー1,Coffee Creamer1,'',2,一括購入用カテゴリ1,83
コーヒークリーマー_アンバサダー1,Coffee Creamer(Ambassador)1,'',2,一括購入用カテゴリ1,84
チョコレート(キットカット/クランチ/エアロ)_アンバサダー1,Chocolate(KitKat/Crunch/Aero)1,'',2,一括購入用カテゴリ1,85
バリスタ専用アクセサリー_アンバサダー1,Nescafe Barista accessory_Ambassador1,'',2,一括購入用カテゴリ1,86
マギー 無添加コンソメスープ1,Maggie Non-MSG Consomme soup1,'',2,一括購入用カテゴリ1,87
ドルチェ グスト 専用カプセル_アンバサダー2,Nescafe Dolce Gusto Capsule_Ambassador2,'',2,一括購入用カテゴリ2,88
ドルチェグスト専用アクセサリー_アンバサダー3,Nescafe Dolce Gusto accessory Ambassador3,'',2,一括購入用カテゴリ3,89
スペシャル.T 専用カプセル 【ハーブ＆ルイボスティー】_アンバサダー4,Special.T Capsule(Herb & Rooibos)_Ambassador4,'',2,一括購入用カテゴリ4,90
スペシャル.T 専用カプセル 【バラエティボックス】_アンバサダー4,Special.T Capsule(variety box)_Ambassador4,'',2,一括購入用カテゴリ4,91
スペシャル.T 専用カプセル 【フレーバーティー】_アンバサダー4,Special.T Capsule(Flavor Tea)_Ambassador4,'',2,一括購入用カテゴリ4,92
スペシャル.T 専用カプセル 【紅茶】_アンバサダー4,Special.T Capsule(Black Tea)_Ambassador4,'',2,一括購入用カテゴリ4,93
スペシャル.T 専用カプセル 【中国茶】_アンバサダー4,Special.T Capsule(Chinese Tea)_Ambassador4,'',2,一括購入用カテゴリ4,94
スペシャル.T 専用カプセル 【日本茶】_アンバサダー4,Special.T Capsule(Japanese Tea)_Ambassador4,'',2,一括購入用カテゴリ4,95
カフェ専用商品5,Café5,'',2,一括購入用カテゴリ5,96
コーヒーグッズ5,Condiment5,'',2,一括購入用カテゴリ5,97
ミラノ 専用パウダー6,Nescafe Milano Powder6,'',2,一括購入用カテゴリ6,98
ドルチェグスト専用アクセサリー7,Nescafe Dolce Gusto accessory7,'',2,一括購入用カテゴリ7,99
ネスカフェ ドルチェ グスト 専用カプセル7,Nescafe Dolce Gusto Capsule7,'',2,一括購入用カテゴリ7,100
ネスカフェ ドルチェ グスト 専用カプセル(アイスコーヒー)7,Nescafe Dolce Gusto Capsule(ICE)7,'',2,一括購入用カテゴリ7,101
ネスカフェ ドルチェ グスト 専用カプセル(バラエティセット)7,Nescafe Dolce Gusto Capsule(Variety Set)7,'',2,一括購入用カテゴリ7,102
ピュリナ ワン キャットフード(2.2kg)8,Purina ONE Cat(2.2kg)8,'',2,一括購入用カテゴリ8,103
ピュリナ ワン キャットフード(4kg)9,Purina ONE Cat(4kg)9,'',2,一括購入用カテゴリ9,104
ピュリナ ワン ドッグフード10,Purina ONE Dog10,'',2,一括購入用カテゴリ10,105
ピュリナ ワン ドッグフード11,Purina ONE Dog11,'',2,一括購入用カテゴリ11,106
ピュリナ ワン ドッグフード12,Purina ONE Dog12,'',2,一括購入用カテゴリ12,107
ピュリナ ワン ドッグフード13,Purina ONE Dog13,'',2,一括購入用カテゴリ13,108
ピュリナ ワン ドッグフード14,Purina ONE Dog14,'',2,一括購入用カテゴリ14,109
ピュリナ ワン ドッグフード15,Purina ONE Dog15,'',2,一括購入用カテゴリ15,110
ピュリナ ワン ドッグフードq6,Purina ONE Dog16,'',2,一括購入用カテゴリ16,111
ピュリナ ワン ドッグフード17,Purina ONE Dog17,'',2,一括購入用カテゴリ17,112
ポーション18,portion18,'',2,一括購入用カテゴリ18,113
プロプラン キャットフード19,ProPlan Cat19,'',2,一括購入用カテゴリ19,114
プロプラン キャットフード(子猫用)19,ProPlan Kitty19,'',2,一括購入用カテゴリ19,115
プロプラン　ドッグフード(超小型犬・小型犬),ProPlan Dog (Small Size),'',2,一括購入用カテゴリ20,116
プロプラン　ドッグフード(中型犬),ProPlan Dog (Medium Size),'',2,一括購入用カテゴリ20,117
プロプラン　ドッグフード(全犬種),ProPlan Dog (Old),'',2,一括購入用カテゴリ20,118
ギフト21,gift21,'',2,一括購入用カテゴリ21,119
スペシャル.T 専用カプセル 【ハーブ＆ルイボスティー】22,Special.T Capsule(Herb & Rooibos)22,'',2,一括購入用カテゴリ22,120
スペシャル.T 専用カプセル 【フレーバーティー】22,Special.T Capsule(Flavor Tea)22,'',2,一括購入用カテゴリ22,121
スペシャル.T 専用カプセル 【紅茶】22,Special.T Capsule(Black Tea)22,'',2,一括購入用カテゴリ22,122
スペシャル.T 専用カプセル 【中国茶】22,Special.T Capsule(Chinese Tea)22,'',2,一括購入用カテゴリ22,123
スペシャル.T 専用カプセル 【日本茶】22,Special.T Capsule(Japanese Tea)22,'',2,一括購入用カテゴリ22,124
スペシャル.T 専用アクセサリー_アンバサダー23,Special.T accessory Ambassador23,'',2,一括購入用カテゴリ23,125
スペシャル.T 専用カプセル 【ハーブ＆ルイボスティー】23,Special.T Capsule(Herb & Rooibos)23,'',2,一括購入用カテゴリ23,126
スペシャル.T 専用カプセル 【バラエティボックス】_アンバサダー23,Special.T Capsule(variety box)_Ambassador23,'',2,一括購入用カテゴリ23,127
スペシャル.T 専用カプセル 【フレーバーティー】23,Special.T Capsule(Flavor Tea)23,'',2,一括購入用カテゴリ23,128
スペシャル.T 専用カプセル 【紅茶】23,Special.T Capsule(Black Tea)23,'',2,一括購入用カテゴリ23,129
スペシャル.T 専用カプセル 【中国茶】23,Special.T Capsule(Chinese Tea)23,'',2,一括購入用カテゴリ23,130
スペシャル.T 専用カプセル 【日本茶】23,Special.T Capsule(Japanese Tea)23,'',2,一括購入用カテゴリ23,131
チョコレート(キットカット/クランチ/エアロ) 24,Chocolate (KitKat/Crunch/Aero)_Ambassador24,'',2,一括購入用カテゴリ24,132
エコ＆システムパック（コーヒーカートリッジ) 25,Eco & System Pack (Cartridge)25,'',2,一括購入用カテゴリ25,133
